app_name,block_externalId,board_name,channel,cluster_externalId,completedDate,district_externalId,ecm_marked_na,entity_externalId,entity_id,entity_name,entity_type,organisation_id,organisation_name,parent_channel,private_program,program_externalId,program_id,program_name,role_title,school_externalId,solution_externalId,solution_id,solution_name,solution_type,state_externalId,status,submission_id,updatedAt,user_id,state_name,district_name,block_name,school_name
diksha,966c3be4-c125-467d-aaff-1eb1cd525923,"","","",2022-04-27T12:57:08.543+05:30,2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,"","",SHIKSHALOKAM,false,PGM-FD155-testing-4.5,61a605e20f65b90007901b9c,Testing 4.5,DEO,28226200910,62f13696-51d1-11ec-96e8-a9ffbe6dcc7f-OBSERVATION-TEMPLATE_CHILD,61a60c1e19c32c0007df3ff6,Simple Observation-FD155,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,completed,62693d5409446e00072c6242,2022-04-27T12:57:08.546+05:30,3486fdb5-0e13-4638-94af-9a0e5fd7d865,Andhra Pradesh,ANANTAPUR,AGALI,""
diksha,966c3be4-c125-467d-aaff-1eb1cd525923,"","","",2022-04-27T13:18:32.548+05:30,2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,"","",SHIKSHALOKAM,false,PGM-FD155-testing-4.5,61a605e20f65b90007901b9c,Testing 4.5,DEO,28226200910,62f13696-51d1-11ec-96e8-a9ffbe6dcc7f-OBSERVATION-TEMPLATE_CHILD,61a60c1e19c32c0007df3ff6,Simple Observation-FD155,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,completed,6269427b09446e00072c62df,2022-04-27T13:18:32.551+05:30,c9e940bd-c77a-4e85-8a79-f7099d21cbbe,Andhra Pradesh,ANANTAPUR,AGALI,""
diksha,"","","","",2022-04-27T12:32:37.721+05:30,2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,"","",SHIKSHALOKAM,false,PGM-FD155-testing-4.5,61a605e20f65b90007901b9c,Testing 4.5,DEO,"",62f13696-51d1-11ec-96e8-a9ffbe6dcc7f-OBSERVATION-TEMPLATE_CHILD,61a60c1e19c32c0007df3ff6,Simple Observation-FD155,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,completed,626937a309446e00072c61dd,2022-04-27T12:32:37.725+05:30,e4f7b578-9dc2-4283-96d5-84f44c34d119,Andhra Pradesh,ANANTAPUR,"",""
diksha,966c3be4-c125-467d-aaff-1eb1cd525923,"","","",2022-04-27T13:01:01.857+05:30,2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,"","",SHIKSHALOKAM,false,PGM-FD155-testing-4.5,61a605e20f65b90007901b9c,Testing 4.5,DEO,28226200403,62f13696-51d1-11ec-96e8-a9ffbe6dcc7f-OBSERVATION-TEMPLATE_CHILD,61a60c1e19c32c0007df3ff6,Simple Observation-FD155,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,completed,62693c0a09446e00072c622c,2022-04-27T13:01:01.861+05:30,cf19bc3b-8d08-42d3-a32b-8805be018184,Andhra Pradesh,ANANTAPUR,AGALI,""
diksha,d2f2f4db-246b-44e1-b877-05449ca16aec,"","","",2022-04-27T13:05:24.151+05:30,2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,"","",SHIKSHALOKAM,false,PGM-FD155-testing-4.5,61a605e20f65b90007901b9c,Testing 4.5,DEO,28222501412,62f13696-51d1-11ec-96e8-a9ffbe6dcc7f-OBSERVATION-TEMPLATE_CHILD,61a60c1e19c32c0007df3ff6,Simple Observation-FD155,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,completed,62693f7e09446e00072c6299,2022-04-27T13:05:24.154+05:30,5cb2acc2-b3c6-4eb3-9f4d-2763f913426e,Andhra Pradesh,ANANTAPUR,ANANTAPUR,""
diksha,785d676c-9076-49bc-9510-15812843f0b7,"","","",2022-04-27T13:03:48.595+05:30,2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,"","",SHIKSHALOKAM,false,PGM-FD155-testing-4.5,61a605e20f65b90007901b9c,Testing 4.5,DEO,28226100314,62f13696-51d1-11ec-96e8-a9ffbe6dcc7f-OBSERVATION-TEMPLATE_CHILD,61a60c1e19c32c0007df3ff6,Simple Observation-FD155,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,completed,62693edb09446e00072c6272,2022-04-27T13:03:48.598+05:30,d3492268-ea71-4bf4-8dac-3f538ea81eb2,Andhra Pradesh,ANANTAPUR,AMARAPURAM,""
diksha,8df55ad6-7b21-41d0-a93a-efda45d34857,CBSE,0126796199493140480,"",2022-04-06T11:23:14.030+05:30,2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,01275630113065369636690,MPPS THUMMALA,SHIKSHALOKAM,false,PGM-FD155-testing-4.5,61a605e20f65b90007901b9c,Testing 4.5,"HM,CRP,DEO",28224500502,62f13696-51d1-11ec-96e8-a9ffbe6dcc7f-OBSERVATION-TEMPLATE_CHILD,61a60c1e19c32c0007df3ff6,Simple Observation-FD155,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,completed,624d7806ab455200071767fb,2022-04-06T11:23:14.033+05:30,2e45b1c4-c025-410d-9ba6-d2c16b554666,Andhra Pradesh,ANANTAPUR,AMADAGUR,""
diksha,966c3be4-c125-467d-aaff-1eb1cd525923,State (Andhra Pradesh),0126796199493140480,"","",2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,01275630321992499239077,MPPS HANUMANNAHALLI,SHIKSHALOKAM,false,PGM-3542-3.8.0_testing_program-2,60545d541fc23d6d2d44c0c9,3.8.0 testing program - 2,DEO,28226200910,57c41d60-88af-11eb-a7a2-441ca8998ea1-OBSERVATION-TEMPLATE_CHILD,6054abd9823d601f0af5c3a0,Obs Form for All Question type,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,started,6238297640df0f000797b9f0,2022-03-21T07:29:58.493+05:30,8dfbb4b1-311b-4992-8c37-6c076c217711,Andhra Pradesh,ANANTAPUR,AGALI,""
local.local.portal,966c3be4-c125-467d-aaff-1eb1cd525923,CBSE,0126796199493140480,"","",2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D012,5fd098e2e049735a86b748b7,ANANTAPUR,district,01275629751896473634188,MPPS SOMULADODDI,SHIKSHALOKAM,false,PGM-3542-3.8.0_testing_program-2,60545d541fc23d6d2d44c0c9,3.8.0 testing program - 2,DEO,28226200910,57c41d60-88af-11eb-a7a2-441ca8998ea1-OBSERVATION-TEMPLATE_CHILD,6054abd9823d601f0af5c3a0,Obs Form for All Question type,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,started,623c4d5040df0f000797f8ab,2022-03-24T10:52:00.392+05:30,642e3e87-d539-4c48-9b2e-439178e472a2,Andhra Pradesh,ANANTAPUR,AGALI,""
staging.sunbird.portal,d2f2f4db-246b-44e1-b877-05449ca16aec,CBSE,0126796199493140480,"",2022-03-23T11:33:37.153+05:30,2f76dcf5-e43b-4f71-a3f2-c8f19e1fce03,"",D_AP-D002,5fd098e2e049735a86b748ad,VIZIANAGARAM,district,01275629751896473634188,MPPS SOMULADODDI,SHIKSHALOKAM,false,PGM-3542-3.8.0_testing_program-2,60545d541fc23d6d2d44c0c9,3.8.0 testing program - 2,DEO,"",57c41d60-88af-11eb-a7a2-441ca8998ea1-OBSERVATION-TEMPLATE_CHILD,6054abd9823d601f0af5c3a0,Obs Form for All Question type,observation_with_out_rubric,bc75cc99-9205-463e-a722-5326857838f8,completed,623b056d40df0f000797dffe,2022-03-23T11:33:37.156+05:30,b3649713-cfce-4a89-83dc-7b19730a6ee8,Andhra Pradesh,ANANTAPUR,ANANTAPUR,""
